co,no,no2,o3,so2,pm2_5,pm10,nh3,datetime
301.13,0,1.87,63.63,1.16,22.57,25.18,2.83,6/15/2025 12:00
321.03,0,1.91,61.42,1.1,23.17,25.9,2.93,6/15/2025 13:00
334.57,0,1.87,61.06,1.02,23.44,26.31,2.91,6/15/2025 14:00
341.28,0,1.78,61.96,0.93,23.3,26.12,2.79,6/15/2025 15:00
347.38,0,1.71,63.12,0.86,22.79,25.39,2.62,6/15/2025 16:00
365.32,0,1.81,62.42,0.88,23.3,25.97,2.7,6/15/2025 17:00
392.01,0,2.02,60.07,0.98,24.41,27.33,2.89,6/15/2025 18:00
414.37,0,2.22,57.58,1.11,25.2,28.28,3.05,6/15/2025 19:00
433.46,0,2.41,55.03,1.24,25.72,28.98,3.22,6/15/2025 20:00
450.44,0,2.61,52.51,1.38,26.21,29.67,3.41,6/15/2025 21:00
461.93,0,2.76,50.53,1.49,26.34,29.94,3.53,6/15/2025 22:00
464.23,0,2.8,49.12,1.52,26.03,29.72,3.61,6/15/2025 23:00
460.39,0.02,2.87,48.28,1.51,25.36,29.16,3.69,6/16/2025 0:00
461.03,0.22,2.85,50.71,1.48,25.46,29.58,3.87,6/16/2025 1:00
455.64,0.32,2.42,60.37,1.42,27.34,31.75,4.06,6/16/2025 2:00
442.54,0.24,1.78,72.79,1.32,30.84,35.39,4.17,6/16/2025 3:00
426.54,0.16,1.28,82.85,1.24,35.04,39.64,4.2,6/16/2025 4:00
406.62,0.13,1.04,88.59,1.19,38.54,43.24,4.13,6/16/2025 5:00
380.98,0.11,0.98,90.13,1.12,39.64,44.44,3.9,6/16/2025 6:00
350.78,0.11,0.98,88.83,1.05,38.19,43.07,3.54,6/16/2025 7:00
328.89,0.11,1.16,85.56,1.04,35.65,40.86,3.32,6/16/2025 8:00
317.82,0.12,1.6,80.19,1.1,32.24,37.82,3.19,6/16/2025 9:00
310.79,0.07,2.25,72.19,1.15,28.04,33.75,3.02,6/16/2025 10:00
310.07,0.01,2.65,66.16,1.17,25.08,30.43,2.93,6/16/2025 11:00
313.28,0,2.47,65.63,1.19,24.42,29.19,2.96,6/16/2025 12:00
320.15,0,2.32,67.52,1.26,24.66,29.03,3.28,6/16/2025 13:00
331.47,0,2.29,68.74,1.33,25.01,29.2,3.67,6/16/2025 14:00
344.21,0,2.29,69.63,1.42,25.47,29.6,3.95,6/16/2025 15:00
360.68,0,2.28,70.08,1.51,26.03,29.9,4.03,6/16/2025 16:00
374.07,0,2.29,69.64,1.54,26.07,29.78,4.22,6/16/2025 17:00
378.87,0,2.27,68.52,1.54,25.68,29.37,4.42,6/16/2025 18:00
374.02,0,2.1,66.94,1.47,24.67,28.06,3.98,6/16/2025 19:00
369.67,0,2.02,64.9,1.35,23.2,26.12,3.51,6/16/2025 20:00
358.96,0,1.96,62.39,1.18,21.16,23.53,3.01,6/16/2025 21:00
346.75,0,1.94,59.08,1.01,19.25,21.41,2.84,6/16/2025 22:00
335.16,0,1.88,56.44,0.92,17.76,19.88,2.78,6/16/2025 23:00
324.81,0,1.86,54.07,0.83,16.47,18.52,2.59,6/17/2025 0:00
324.17,0.04,2.01,52.01,0.77,15.88,18.11,2.44,6/17/2025 1:00
309.45,0.14,1.86,52.65,0.69,14.85,17.03,2.21,6/17/2025 2:00
289.03,0.18,1.4,56.49,0.61,14.65,16.75,2.04,6/17/2025 3:00
268.67,0.13,0.97,61.27,0.53,15.42,17.39,1.92,6/17/2025 4:00
253.9,0.1,0.8,63.18,0.49,16.49,18.58,1.86,6/17/2025 5:00
234.14,0.08,0.75,63.21,0.44,16.9,19.07,1.76,6/17/2025 6:00
217.08,0.09,0.97,62,0.43,16.66,18.8,1.66,6/17/2025 7:00
215.05,0.11,1.45,60.36,0.49,16.62,18.82,1.88,6/17/2025 8:00
224.35,0.1,2.11,58.47,0.59,16.63,18.95,2.33,6/17/2025 9:00
240.35,0.06,2.99,55.14,0.72,16.35,18.74,2.8,6/17/2025 10:00
253.47,0.01,3.58,51.47,0.74,15.81,18.21,2.75,6/17/2025 11:00
249.01,0,3.26,50.21,0.62,15.15,17.33,2.29,6/17/2025 12:00
205.54,0,1.82,53.12,0.39,13.48,14.93,1.37,6/17/2025 13:00
196.95,0,1.5,52.8,0.34,12.51,13.76,1.18,6/17/2025 14:00
191.69,0,1.34,51.72,0.3,11.58,12.68,1.06,6/17/2025 15:00
192.97,0,1.31,50.39,0.29,10.93,11.93,1.05,6/17/2025 16:00
205.22,0,1.49,48.9,0.33,10.94,11.97,1.4,6/17/2025 17:00
219.77,0,1.72,47.51,0.37,11.27,12.39,1.96,6/17/2025 18:00
226.24,0,1.74,46.3,0.37,11.26,12.4,2.06,6/17/2025 19:00
236.48,0,1.73,45.51,0.35,11.47,12.59,1.99,6/17/2025 20:00
250.61,0,1.71,45.51,0.34,12.03,13.11,1.88,6/17/2025 21:00
263.03,0,1.64,45.92,0.32,12.75,13.83,1.82,6/17/2025 22:00
269.59,0,1.55,46.09,0.31,13.09,14.17,1.72,6/17/2025 23:00
274.55,0,1.55,45.89,0.32,12.94,14.02,1.6,6/18/2025 0:00
321.94,0.05,2.19,43.8,0.47,14.92,16.31,1.83,6/18/2025 1:00
410.46,0.2,3.18,42.23,0.73,19.11,21.08,2.44,6/18/2025 2:00
494.41,0.38,3.63,45.99,0.95,23.73,26.09,2.99,6/18/2025 3:00
542.61,0.21,3.99,51.47,1.07,26.93,29.47,3.33,6/18/2025 4:00
533.87,0.16,3.84,53.12,1.03,26.21,28.72,3.06,6/18/2025 5:00
487.61,0.12,3.36,53.93,0.91,23,25.34,2.36,6/18/2025 6:00
361.55,0.07,2.31,54.06,0.74,14.89,16.61,1.29,6/18/2025 7:00
359.88,0.06,2.6,52.79,0.77,13.66,15.38,1.23,6/18/2025 8:00
358.21,0.04,2.98,50.92,0.82,12.3,13.99,1.24,6/18/2025 9:00
365.06,0.01,3.7,48.39,0.92,11.11,12.93,1.46,6/18/2025 10:00
394.37,0,4.83,45.01,1.08,10.72,12.66,1.95,6/18/2025 11:00
422.86,0,5.75,41.92,1.19,10.55,12.51,2.41,6/18/2025 12:00
447.78,0,6.17,39.16,1.15,10.51,12.53,2.66,6/18/2025 13:00
449.14,0,5.82,38.13,0.97,10.11,12,2.39,6/18/2025 14:00
412.14,0,4.67,40.84,0.74,8.73,10.16,1.66,6/18/2025 15:00
331.47,0,2.72,47.43,0.53,5.91,6.62,0.9,6/18/2025 16:00
313.67,0,2.11,48.71,0.44,4.88,5.45,0.82,6/18/2025 17:00
313.01,0,1.74,48.55,0.38,4.56,5.16,0.9,6/18/2025 18:00
321.93,0,1.47,48.35,0.36,4.69,5.31,0.98,6/18/2025 19:00
336.38,0,1.36,48.1,0.38,5.25,5.9,1.06,6/18/2025 20:00
355.43,0,1.39,47.79,0.44,6.28,6.98,1.16,6/18/2025 21:00
374.15,0,1.54,47.22,0.51,7.59,8.39,1.3,6/18/2025 22:00
388.46,0,1.84,46.33,0.55,8.69,9.65,1.49,6/18/2025 23:00
402.41,0,2.3,44.91,0.59,9.6,10.75,1.72,6/19/2025 0:00
423.87,0.07,2.97,43.89,0.62,10.89,12.58,2.07,6/19/2025 1:00
430.24,0.2,3.43,45.36,0.68,11.66,13.95,2.41,6/19/2025 2:00
386.26,0.29,3.18,50.34,0.68,10.69,13.16,2.5,6/19/2025 3:00
296.5,0.23,2.24,57.16,0.6,8.31,10.53,2.3,6/19/2025 4:00
236.95,0.16,1.54,61.22,0.54,7.2,9.28,2.09,6/19/2025 5:00
204.02,0.1,1.07,64.3,0.49,7.14,9.14,1.89,6/19/2025 6:00
188.83,0.05,1.05,65.08,0.5,6.72,8.65,1.69,6/19/2025 7:00
194.78,0.04,1.34,64.39,0.64,6.49,8.52,1.77,6/19/2025 8:00
210.46,0.03,1.81,63.48,0.86,6.81,9.1,2.01,6/19/2025 9:00
258.23,0.01,3.01,59.98,1.23,8.07,10.83,2.75,6/19/2025 10:00
339.48,0,4.76,54.95,1.7,10.23,13.63,3.92,6/19/2025 11:00
417.7,0,6.07,50.73,2.05,12.41,16.3,4.81,6/19/2025 12:00
487.72,0,7,47,2.33,14.57,18.91,5.44,6/19/2025 13:00
541.24,0,7.3,44.27,2.41,16.4,20.83,5.32,6/19/2025 14:00
564.01,0,7.01,44.11,2.2,17.42,21.35,4.28,6/19/2025 15:00
533.12,0,6.04,48.42,1.73,17.05,20.16,3.06,6/19/2025 16:00
544.27,0,5.91,48.75,1.52,17.99,21.01,2.87,6/19/2025 17:00
566.25,0,6.03,47.49,1.45,19.26,22.39,2.9,6/19/2025 18:00
606.32,0,6.43,44.78,1.47,20.96,24.23,3.1,6/19/2025 19:00
662.16,0,7.05,41.4,1.57,23.23,26.73,3.72,6/19/2025 20:00
712.84,0,7.65,38.69,1.67,25.46,29.18,4.35,6/19/2025 21:00
756.72,0,8.22,36.43,1.77,27.42,31.43,5,6/19/2025 22:00
783.3,0,8.66,34.85,1.88,28.59,32.85,5.38,6/19/2025 23:00
801.5,0,9.2,33.71,2.02,29.24,33.76,5.67,6/20/2025 0:00
821.7,0.37,9.64,34.45,2.22,30.62,36.26,6.25,6/20/2025 1:00
831.37,1.05,8.71,44.66,2.26,34.32,41.76,6.71,6/20/2025 2:00
785.86,0.75,6.09,69.94,2.03,41.36,49.84,6.78,6/20/2025 3:00
398.69,0.18,1.56,81.17,1.59,25.94,31.34,5.27,6/20/2025 4:00
290,0.1,0.86,80.36,1.36,21.71,26.61,4.71,6/20/2025 5:00
246.33,0.07,0.66,78.64,1.23,20.44,25.36,4.3,6/20/2025 6:00
208.38,0.05,0.56,75.29,1.06,17.94,22.78,3.75,6/20/2025 7:00
179.75,0.04,0.51,71.3,0.87,14.93,19.58,3.13,6/20/2025 8:00
156.9,0.03,0.48,67.17,0.68,12.01,16.46,2.49,6/20/2025 9:00
137.44,0.01,0.49,62.86,0.53,9.28,13.17,1.83,6/20/2025 10:00
126.77,0,0.54,59.08,0.42,7.39,10.58,1.31,6/20/2025 11:00
124.93,0,0.67,56.57,0.37,6.25,9.02,1.02,6/20/2025 12:00
130.39,0,0.88,54.34,0.36,5.53,7.94,0.87,6/20/2025 13:00
136.25,0,1.03,53.08,0.34,5.21,7.4,0.8,6/20/2025 14:00
142.86,0,1.11,52.35,0.34,5.16,7.22,0.78,6/20/2025 15:00
151.92,0,1.17,51.9,0.33,5.39,7.35,0.8,6/20/2025 16:00
163.9,0,1.19,52.04,0.33,5.84,7.7,0.86,6/20/2025 17:00
174.66,0,1.16,52.6,0.31,6.22,7.9,0.89,6/20/2025 18:00
186.75,0,1.18,52.87,0.32,6.69,8.26,1,6/20/2025 19:00
204.93,0,1.32,52.4,0.35,7.19,8.78,1.19,6/20/2025 20:00
