co,no,no2,o3,so2,pm2_5,pm10,nh3,datetime
1054.76,0.34,31.53,35.41,16.93,13.64,20.07,3.7,2/2/2025 10:00
1375.2,0.33,42.84,20.92,20.74,17.48,25.4,4.62,2/2/2025 11:00
1535.42,0.68,47.3,12.87,23.84,22.03,32.33,5.83,2/2/2025 12:00
5073.55,54.99,71.29,0.1,41.01,96.09,138.09,15.45,2/2/2025 13:00
9826.66,135.9,84.31,0,53.41,221.16,309.26,19,2/2/2025 14:00
13244.63,193.12,89.11,0,55.31,333.53,457,19.25,2/2/2025 15:00
14953.61,223.52,89.11,0,51.5,383.87,512.86,14.82,2/2/2025 16:00
12710.57,193.12,79.51,0,39.58,304.92,395.7,7.35,2/2/2025 17:00
8544.92,125.17,65.12,0,29.8,197.02,251.53,6.08,2/2/2025 18:00
3417.97,35.32,48.67,0,22.65,79.58,105.32,5.13,2/2/2025 19:00
2536.77,16.32,44.55,0.07,17.88,67.27,94.38,6.08,2/2/2025 20:00
2590.18,14.98,44.55,0.07,17.17,78.23,111.8,7.35,2/2/2025 21:00
3471.37,29.06,47.98,0,19.79,105,146.43,8.04,2/2/2025 22:00
4219.06,43.81,49.35,0,22.89,121,165.67,8.23,2/2/2025 23:00
5661.01,71.53,51.41,0.04,33.38,142.53,196.06,12.67,2/3/2025 0:00
3417.97,39.34,52.09,0.65,34.33,67.49,95.49,10.39,2/3/2025 1:00
3097.53,35.32,51.41,1.77,38.62,53.92,79.28,11.65,2/3/2025 2:00
2429.96,24.36,50.04,4.2,40.05,43.97,67.9,11.91,2/3/2025 3:00
1428.6,4.64,42.16,20.38,27.89,26.05,42.33,8.04,2/3/2025 4:00
1108.17,1.82,33.93,39.7,24.08,20.71,33.36,6.52,2/3/2025 5:00
1081.47,1.93,33.93,45.06,24.56,20.44,31.3,5.76,2/3/2025 6:00
1068.12,1.72,31.87,45.78,22.89,19.7,28.99,5.13,2/3/2025 7:00
1041.41,1.2,31.53,44.35,21.46,18.87,27.15,4.75,2/3/2025 8:00
1068.12,0.73,33.24,41.84,21.7,18.87,26.75,4.5,2/3/2025 9:00
1615.52,2.26,52.09,19.49,30.28,26.65,38.28,6.52,2/3/2025 10:00
2536.77,14.98,60.32,1.23,37.67,40.12,59.23,9.88,2/3/2025 11:00
2910.61,25.26,53.47,0.02,37.19,52.55,80.26,12.54,2/3/2025 12:00
3017.43,27.49,51.41,0.01,37.19,64.25,99.34,14.31,2/3/2025 13:00
2723.69,20.79,50.72,0.04,33.86,66.88,106.09,13.81,2/3/2025 14:00
2456.67,12.41,50.72,0.31,28.61,66.75,108.71,13.05,2/3/2025 15:00
2216.34,6.59,51.41,1.43,24.08,59.38,98.48,10.51,2/3/2025 16:00
1815.8,1.98,48.67,5.81,20.03,45.91,75.31,6.71,2/3/2025 17:00
1401.9,0.26,40.1,14.48,18.12,41.2,64.87,5.38,2/3/2025 18:00
1174.93,0.05,33.24,19.49,17.4,42.39,63.36,4.88,2/3/2025 19:00
1094.82,0.04,31.19,20.21,16.93,43.89,62.19,4.94,2/3/2025 20:00
1041.41,0.04,30.5,20.38,17.17,43.42,59.79,5.07,2/3/2025 21:00
1068.12,0.09,32.9,18.24,18.36,43.28,60.11,5.45,2/3/2025 22:00
1228.33,0.56,39.41,11.35,20.98,45.76,64.92,6.46,2/3/2025 23:00
2029.42,10.62,50.04,0.89,28.37,59.37,86.22,10.01,2/4/2025 0:00
2990.72,31.74,52.09,0.05,36.72,68.83,98,11.53,2/4/2025 1:00
2857.21,31.29,50.72,0.02,37.67,62.27,88.63,11.27,2/4/2025 2:00
1976.01,16.54,44.55,0.25,32.42,47.41,68.18,9.75,2/4/2025 3:00
1214.98,2.54,35.64,6.26,23.84,28.43,39.73,6.21,2/4/2025 4:00
1094.82,0.51,33.24,12.87,23.37,21.62,29.68,5.19,2/4/2025 5:00
1148.22,0.59,37.7,12.16,26.23,21.12,28.29,5.13,2/4/2025 6:00
1388.55,2.49,43.53,6.62,27.18,23.14,31.67,6.4,2/4/2025 7:00
1655.58,7.26,42.84,2.32,25.03,23.58,33.49,7.6,2/4/2025 8:00
2002.72,15.65,39.07,1.34,22.89,23.74,34.58,8.11,2/4/2025 9:00
2696.99,32.19,37.01,1.22,24.56,27.7,40.05,8.74,2/4/2025 10:00
3177.64,43.36,37.36,0.25,25.99,33.08,48.92,9.37,2/4/2025 11:00
2857.21,35.76,34.27,0,22.41,35.93,55.27,9.37,2/4/2025 12:00
2456.67,26.15,30.85,0.01,20.03,38.25,63.42,10.01,2/4/2025 13:00
2082.82,16.99,30.5,0.07,18.12,36.59,65.73,9.75,2/4/2025 14:00
1869.2,11.18,31.87,0.33,16.93,35.85,66.2,9.37,2/4/2025 15:00
1815.8,9.95,34.62,0.45,16.69,34.94,63.95,8.36,2/4/2025 16:00
1642.23,8.83,36.33,0.46,16.93,29.49,54.09,6.27,2/4/2025 17:00
1308.44,5.14,35.99,1.06,18.12,25.83,45.99,5.45,2/4/2025 18:00
1068.12,2.65,33.24,2.21,18.12,25.05,41.47,4.75,2/4/2025 19:00
961.3,1.96,30.85,2.79,17.17,26.39,40.98,4.5,2/4/2025 20:00
947.95,2.01,29.82,2.57,16.69,28.39,42.79,4.62,2/4/2025 21:00
1014.71,3.35,30.5,1.39,17.17,30.69,45.46,4.75,2/4/2025 22:00
1161.58,6.2,30.85,0.55,18.36,32.98,48.33,5.13,2/4/2025 23:00
1708.98,16.32,32.22,0.05,22.89,41.89,60.72,7.35,2/5/2025 0:00
2109.53,25.03,34.27,0.03,28.13,41.66,58.86,7.6,2/5/2025 1:00
1842.5,20.34,33.93,0.16,27.89,33.27,47.73,7.54,2/5/2025 2:00
1321.79,8.05,33.24,1.68,24.32,23.87,35.87,6.97,2/5/2025 3:00
1014.71,1.58,29.47,14.13,23.13,17.31,25.82,5.13,2/5/2025 4:00
974.66,1.26,26.73,28.61,22.17,16.16,23,4.37,2/5/2025 5:00
1014.71,1.66,26.39,36.48,21.22,16.18,22.22,4.05,2/5/2025 6:00
1201.63,2.1,32.22,36.12,24.08,19.93,27.3,4.81,2/5/2025 7:00
1375.2,2.12,37.7,30.76,27.42,23.59,32.4,5.51,2/5/2025 8:00
1548.77,2.18,43.53,23.96,30.52,25.05,34.78,5.76,2/5/2025 9:00
2483.37,12.07,56.89,8.94,32.42,33.22,46.78,7.66,2/5/2025 10:00
3738.4,34.87,60.32,1.65,36.24,47.3,67.99,9.88,2/5/2025 11:00
4005.43,44.26,54.84,0.01,37.19,60.84,89.63,11.78,2/5/2025 12:00
4165.65,49.17,51.41,0,39.58,78.33,114.96,13.68,2/5/2025 13:00
4219.06,49.17,50.04,0,40.05,94.59,139.54,14.06,2/5/2025 14:00
4272.46,46.94,52.09,0,40.53,110.13,165.27,13.93,2/5/2025 15:00
4165.65,46.04,56.89,0,43.39,112.29,166.92,11.4,2/5/2025 16:00
3391.27,36.66,55.52,0,37.67,87.17,124.05,6.59,2/5/2025 17:00
2349.85,21.46,47.98,0,30.99,61.89,83.35,4.69,2/5/2025 18:00
1562.12,9.83,40.1,0.08,26.7,45.87,59.75,4.12,2/5/2025 19:00
1401.9,7.93,35.99,0.15,25.03,44.95,59.06,4.62,2/5/2025 20:00
1388.55,8.16,33.59,0.15,23.13,46.45,63.01,5.57,2/5/2025 21:00
1508.71,11.18,31.87,0.07,20.74,49.19,68.79,6.71,2/5/2025 22:00
1895.9,18.55,31.87,0.02,21.46,54.91,78.06,8.23,2/5/2025 23:00
3845.21,53.2,36.67,0.02,31.95,90.11,128.07,15.2,2/6/2025 0:00
7049.56,114.44,47.3,0.11,47.21,133.11,186.14,17.73,2/6/2025 1:00
6729.13,107.29,52.09,0.45,44.35,115.78,163.97,15.83,2/6/2025 2:00
3391.27,42.02,45.24,3.13,28.85,58.83,88.9,13.81,2/6/2025 3:00
854.49,2.43,23.31,31.83,15.14,14.2,22.68,4.69,2/6/2025 4:00
807.76,1.72,22.62,40.41,15.74,12.3,19.67,4.24,2/6/2025 5:00
894.55,1.52,25.36,40.41,17.17,12.73,20.09,4.5,2/6/2025 6:00
974.66,1.52,27.08,39.34,16.93,13.71,21.93,5.13,2/6/2025 7:00
1041.41,1.63,29.82,38.98,18.36,14.07,22.71,5.51,2/6/2025 8:00
1161.58,1.9,34.27,36.12,20.5,14.65,23.44,5.76,2/6/2025 9:00
2403.26,11.85,58.95,12.16,29.09,26.62,40.36,8.99,2/6/2025 10:00
4859.92,56.33,69.23,0.51,42.44,55.9,81.67,14.31,2/6/2025 11:00
6675.72,92.09,70.6,0,51.98,95.23,137.34,19.76,2/6/2025 12:00
7904.05,113.55,75.4,0,61.04,139.08,196.55,24.83,2/6/2025 13:00
7690.43,110.86,71.97,0,58.65,156.98,219.99,22.55,2/6/2025 14:00
6355.29,84.04,62.38,0,46.25,143.96,205.97,17.73,2/6/2025 15:00
4913.33,57.22,56.89,0,34.81,111.84,164.91,12.67,2/6/2025 16:00
3845.21,41.13,55.52,0,28.13,81.37,121.31,7.92,2/6/2025 17:00
2964.02,26.38,54.84,0.01,23.37,65.29,96.79,6.9,2/6/2025 18:00
2510.07,16.09,54.84,0.05,18.84,65.23,96.23,7.47,2/6/2025 19:00
2696.99,15.42,55.52,0.05,17.17,81.05,117.15,9.12,2/6/2025 20:00
2937.32,18.33,55.52,0.03,17.4,97.67,137.94,10.64,2/6/2025 21:00
3257.75,25.26,54.15,0.01,19.07,110.28,153.34,11.53,2/6/2025 22:00
3791.81,38,52.78,0,23.37,120.02,164.95,13.3,2/6/2025 23:00
6248.47,84.94,55.52,0.05,40.05,160.54,219.95,22.8,2/7/2025 0:00
9399.41,151.99,63.75,0.2,59.6,189.6,256.11,25.08,2/7/2025 1:00
9826.66,160.93,68.55,0.18,62.94,175.63,240.52,25.84,2/7/2025 2:00
5928.04,87.62,58.95,0.37,46.73,104.01,151.6,23.31,2/7/2025 3:00
1495.36,5.81,42.84,11.98,24.56,25.15,40.33,8.11,2/7/2025 4:00
1014.71,1.79,30.85,33.97,21.22,16.84,27.01,5.51,2/7/2025 5:00
1001.36,2.54,29.13,45.78,21.22,16.56,25.99,4.75,2/7/2025 6:00
988.01,2.71,27.08,54.36,19.07,16.55,26.34,4.5,2/7/2025 7:00
1054.76,3.3,28.1,57.94,19.55,17.77,28.67,4.75,2/7/2025 8:00
1188.28,4.08,32.9,58.65,22.17,20.17,32.07,5.19,2/7/2025 9:00
1708.98,4.69,50.72,44.7,28.37,26.32,40.03,6.59,2/7/2025 10:00
2590.18,4.81,80.2,13.41,36.24,38.42,56.54,9.25,2/7/2025 11:00
3204.35,8.83,90.48,1.24,39.1,53.64,78.47,12.03,2/7/2025 12:00
6729.13,68.84,101.45,0,56.74,134.26,187.95,22.55,2/7/2025 13:00
11535.64,150.2,109.67,0,72.48,265.97,361.76,32.93,2/7/2025 14:00
14312.74,194.91,109.67,0,78.2,367.12,492.5,42.05,2/7/2025 15:00
14953.61,211,102.82,0,74.39,388.9,519.71,41.54,2/7/2025 16:00
12817.38,185.97,90.48,0,57.22,313.59,418.08,22.8,2/7/2025 17:00
9185.79,126.96,76.09,0,37.19,218.12,292.38,11.78,2/7/2025 18:00
5661.01,63.48,66.49,0,22.65,142.32,195.66,7.66,2/7/2025 19:00
3471.37,22.58,61.69,0.05,15.14,96.23,136.69,6.21,2/7/2025 20:00
2243.04,4.36,55.52,2.5,12.64,68.22,98.22,5.38,2/7/2025 21:00
1682.28,0.44,46.61,10.1,12.64,52.16,75.27,5.32,2/7/2025 22:00
1815.8,1.05,49.35,8.14,14.78,52.57,75.62,6.59,2/7/2025 23:00
3204.35,21.68,58.95,0.37,23.6,76.89,109.43,11.78,2/8/2025 0:00
5661.01,70.63,63.06,0.26,36.72,108.37,152.52,14.82,2/8/2025 1:00
6141.66,82.25,62.38,0.4,39.1,106.97,154.85,15.83,2/8/2025 2:00
4325.87,49.62,58.26,1.22,33.38,76.66,117.09,16.21,2/8/2025 3:00
1241.68,1.63,37.01,18.78,20.5,20.17,33.24,6.27,2/8/2025 4:00
881.2,0.44,26.05,34.69,16.93,12.17,20.29,4.56,2/8/2025 5:00
881.2,0.47,26.05,38.62,16.45,10.92,17.46,4.02,2/8/2025 6:00
881.2,0.54,25.36,40.77,15.5,10.6,16.65,3.89,2/8/2025 7:00
934.6,0.3,27.76,39.34,16.45,11.22,17.92,4.24,2/8/2025 8:00
1028.06,0.24,32.9,34.33,19.31,12.26,19.51,4.56,2/8/2025 9:00
2269.74,9.72,59.63,6.88,31.47,24.95,37.4,8.36,2/8/2025 10:00
4325.87,49.62,61.01,0.06,43.87,49.43,70.58,12.16,2/8/2025 11:00
5393.98,73.31,54.15,0,46.25,75.17,106.22,13.81,2/8/2025 12:00
7263.18,105.5,55.52,0,49.11,128.05,179.53,17.48,2/8/2025 13:00
9078.98,134.11,58.26,0,50.54,188.52,265.14,18.24,2/8/2025 14:00
9613.04,143.05,58.95,0,47.21,227.91,324.1,16.72,2/8/2025 15:00
9078.98,130.53,59.63,0,41.01,224.48,320.67,13.17,2/8/2025 16:00
7476.81,104.61,59.63,0,31.47,184.85,261.47,8.04,2/8/2025 17:00
5607.6,72.42,58.26,0,24.08,147.26,203.85,6.02,2/8/2025 18:00
3204.35,32.63,56.21,0,22.65,105.82,138.19,4.94,2/8/2025 19:00
2563.48,22.13,56.89,0,21.7,104.68,128.4,5.13,2/8/2025 20:00
2536.77,21.01,58.95,0,21.93,114.05,135.39,5.7,2/8/2025 21:00
2643.59,23.69,60.32,0,21.93,125.23,147.71,6.52,2/8/2025 22:00
2964.02,30.4,61.69,0,23.37,135.24,163.06,7.66,2/8/2025 23:00
4486.08,59.01,63.06,0.05,31.95,163.73,206.22,12.79,2/9/2025 0:00
7370,111.76,68.55,0.27,45.3,194.56,248.69,15.45,2/9/2025 1:00
8010.86,123.38,71.97,0.35,48.16,176.43,229.65,15.45,2/9/2025 2:00
4913.33,63.48,61.69,0.55,37.19,97.08,133.57,14.06,2/9/2025 3:00
1094.82,0.57,34.62,26.46,18.84,15.86,24.87,5.07,2/9/2025 4:00
801.09,0.36,25.02,42.92,17.17,9.49,15.91,4.12,2/9/2025 5:00
801.09,0.68,25.36,44.7,17.17,8.49,14.36,3.89,2/9/2025 6:00
807.76,1.84,22.62,49.35,15.5,8.08,14.02,3.86,2/9/2025 7:00
834.47,2.82,22.28,54.36,15.97,8.58,14.72,3.96,2/9/2025 8:00
907.9,3.74,24.33,55.07,18.12,9.73,16.07,4.12,2/9/2025 9:00
1562.12,6.87,43.18,37.19,25.99,16.63,26.34,6.21,2/9/2025 10:00
2723.69,17.43,65.12,5.99,35.76,30.62,48.18,9.75,2/9/2025 11:00
3231.05,30.85,57.58,0.02,38.62,44.4,71.35,12.16,2/9/2025 12:00
3898.62,46.49,51.41,0,41.01,67.17,102.23,14.31,2/9/2025 13:00
4699.71,62.58,45.93,0,41.01,94.12,137.94,14.95,2/9/2025 14:00
5180.36,71.53,42.5,0,41.01,117.2,167.93,14.69,2/9/2025 15:00
5233.76,75.1,41.13,0,40.53,120.85,170.59,11.78,2/9/2025 16:00
4325.87,62.58,39.41,0,37.19,93.76,130.41,6.78,2/9/2025 17:00
3150.94,42.92,37.7,0,33.86,69.68,96.01,5.51,2/9/2025 18:00
2349.85,23.47,39.41,0,27.66,55.64,77.71,5.32,2/9/2025 19:00
2536.77,22.8,40.78,0,23.37,68.83,94.15,6.84,2/9/2025 20:00
2910.61,26.6,45.24,0,23.84,88.76,118.51,9.5,2/9/2025 21:00
3177.64,31.29,52.09,0,25.51,103.53,135.88,11.02,2/9/2025 22:00
3391.27,39.34,54.15,0,27.18,107.23,141.46,10.13,2/9/2025 23:00
4966.74,72.42,54.15,0.01,36.24,133.53,180.31,13.68,2/10/2025 0:00
8010.86,135.9,58.26,0.08,52.93,169.41,229.17,17.73,2/10/2025 1:00
9933.47,175.24,64.43,0.1,62.94,191.93,260.06,22.29,2/10/2025 2:00
7583.62,125.17,63.06,0.11,52.93,151.57,213.23,23.31,2/10/2025 3:00
1735.69,11.51,45.24,5.14,25.99,30.3,48.02,8.36,2/10/2025 4:00
1028.06,1.61,33.93,22.89,21.46,14.54,25.03,6.14,2/10/2025 5:00
974.66,1.27,31.19,35.05,21.22,12.14,20.88,5.32,2/10/2025 6:00
961.3,0.4,30.16,41.84,19.31,11.53,19.72,4.88,2/10/2025 7:00
1028.06,0.2,32.9,41.13,20.27,12.42,20.83,5.07,2/10/2025 8:00
1161.58,0.1,38.73,34.69,23.13,14.12,22.85,5.38,2/10/2025 9:00
1815.8,3.55,61.01,10.28,34.33,22.2,33.67,7.41,2/10/2025 10:00
3017.43,27.72,67.17,0.1,48.16,38.92,56.01,11.02,2/10/2025 11:00
4165.65,54.09,65.12,0,56.27,63.16,88.32,14.57,2/10/2025 12:00
5233.76,73.31,74.03,0,62.94,95.46,132.68,18.24,2/10/2025 13:00
5767.82,84.94,80.88,0,68.66,122.27,170.22,19.51,2/10/2025 14:00
6034.85,92.09,80.2,0,71.53,142.61,198.05,18.75,2/10/2025 15:00
6088.26,97.45,74.71,0,70.57,150.94,207.82,14.57,2/10/2025 16:00
5714.42,94.77,66.49,0,61.99,139.7,191.49,9.63,2/10/2025 17:00
4646.3,72.42,56.21,0,46.73,116.69,161.52,7.6,2/10/2025 18:00
4005.43,51.86,49.35,0,29.33,109.29,154.5,8.11,2/10/2025 19:00
4112.24,44.7,51.41,0,21.22,124.68,175.83,9.75,2/10/2025 20:00
4272.46,41.57,54.15,0,19.55,142.62,195.07,11.53,2/10/2025 21:00
4646.3,47.39,55.52,0,21.46,164.2,221.29,13.81,2/10/2025 22:00
5554.2,63.48,56.21,0,27.18,188.03,252.59,17.48,2/10/2025 23:00
9399.41,135.9,61.69,0.04,50.07,272.54,371.59,32.42,2/11/2025 0:00
16876.22,282.53,78.83,0.15,82.97,393.66,524.39,37.49,2/11/2025 1:00
20080.57,339.75,90.48,0.29,86.78,410.55,541.27,29.89,2/11/2025 2:00
13351.44,214.58,81.57,0.78,63.9,264.23,359.6,27.36,2/11/2025 3:00
2109.53,14.75,50.72,4.29,30.04,39.96,60.72,9.25,2/11/2025 4:00
1281.74,2.12,41.81,17.17,25.99,23.87,37.22,7.41,2/11/2025 5:00
1255.04,1.1,42.5,27.54,27.42,22.95,34.93,6.9,2/11/2025 6:00
1281.74,0.65,41.47,35.76,26.94,23.99,36.15,6.65,2/11/2025 7:00
1361.85,0.36,44.55,37.19,28.61,27.26,41.03,6.9,2/11/2025 8:00
1495.36,0.32,50.72,29.33,31.95,29.83,44.45,7.09,2/11/2025 9:00
2536.77,10.84,69.23,5.5,40.05,40.98,61.67,10.26,2/11/2025 10:00
4165.65,45.6,65.12,0.09,48.16,61.31,93.13,14.57,2/11/2025 11:00
4966.74,63.48,59.63,0,49.59,82.37,127.08,17.73,2/11/2025 12:00
6195.07,86.72,61.01,0,54.84,124.39,188.38,22.8,2/11/2025 13:00
7904.05,116.23,65.12,0,60.56,183.59,272.46,29.64,2/11/2025 14:00
9506.23,141.26,69.23,0,67.71,245.76,358.07,40.02,2/11/2025 15:00
12283.33,191.33,77.46,0,77.25,325.87,463.43,45.6,2/11/2025 16:00
15808.11,257.49,89.11,0,72.48,417.62,579.23,29.64,2/11/2025 17:00
18798.83,307.56,104.19,0,56.27,514.46,703.52,17.99,2/11/2025 18:00
19653.32,314.71,109.67,0,39.1,581.67,797.9,13.17,2/11/2025 19:00
18798.83,289.68,102.82,0,28.61,597.74,822.64,12.54,2/11/2025 20:00
17303.47,257.49,91.85,0,24.32,590.14,810.95,13.68,2/11/2025 21:00
16021.73,232.46,84.31,0,24.32,577.22,786.77,15.07,2/11/2025 22:00
14953.61,212.79,78.14,0,28.13,544.73,737.46,16.47,2/11/2025 23:00
15808.11,236.03,77.46,0.01,46.73,542.58,731.3,26.6,2/12/2025 0:00
20080.57,321.87,89.11,0.08,74.39,575.96,769.81,30.4,2/12/2025 1:00
24566.65,407.7,112.41,0.22,96.32,631.62,841.8,43.06,2/12/2025 2:00
25848.39,382.66,191.93,0.91,107.77,668.81,891.61,66.88,2/12/2025 3:00
4379.27,19.45,109.67,9.39,38.15,106.95,152.49,18.49,2/12/2025 4:00
2056.12,0.98,59.63,13.59,21.46,43.6,71.75,12.41,2/12/2025 5:00
1562.12,0.44,40.78,23.6,16.69,31.92,55.38,11.4,2/12/2025 6:00
1281.74,0.39,32.22,30.4,14.78,23.4,39.43,8.99,2/12/2025 7:00
1241.68,0.49,34.27,25.75,16.93,20.3,33,7.6,2/12/2025 8:00
1361.85,0.82,42.16,15.38,22.41,20.45,32.83,7.41,2/12/2025 9:00
2136.23,11.06,59.63,2.15,34.33,28.16,44.32,10.13,2/12/2025 10:00
3738.4,43.36,71.29,0.04,51.98,48.86,73.96,16.09,2/12/2025 11:00
5073.55,67.06,86.37,0,65.8,79.83,115.77,21.53,2/12/2025 12:00
6835.94,91.2,106.93,0,73.43,141.78,198.5,27.11,2/12/2025 13:00
8758.54,114.44,116.53,0,70.57,215.66,300.39,30.65,2/12/2025 14:00
9826.66,130.53,115.16,0,64.85,273.46,382.17,30.4,2/12/2025 15:00
10894.78,155.57,109.67,0,60.56,311.08,436.3,26.6,2/12/2025 16:00
11215.21,171.66,97.33,0,51.02,302.45,429.38,17.73,2/12/2025 17:00
9933.47,159.14,82.94,0,39.1,274.83,397.96,14.44,2/12/2025 18:00
9185.79,150.2,69.23,0,30.52,276.89,413.01,13.81,2/12/2025 19:00
8758.54,144.84,57.58,0,25.51,286.89,441.6,13.3,2/12/2025 20:00
8224.49,134.11,47.98,0,22.89,284.09,440.64,13.05,2/12/2025 21:00
7583.62,123.38,42.5,0,23.13,270.82,416.17,12.92,2/12/2025 22:00
7583.62,123.38,40.78,0,26.7,265.01,402.91,14.19,2/12/2025 23:00
10147.09,168.09,45.93,0.11,42.92,310.29,466.81,21.79,2/13/2025 0:00
15167.24,264.64,62.38,0.66,69.62,377.69,550.99,28.37,2/13/2025 1:00
19012.45,318.29,100.08,1.94,87.74,423.48,615.42,43.06,2/13/2025 2:00
18157.96,253.92,175.48,6.62,91.55,412.28,621.01,62.32,2/13/2025 3:00
2990.72,24.81,58.95,7.6,27.89,53.99,93.69,16.47,2/13/2025 4:00
1548.77,9.28,34.62,9.48,17.88,20.85,38.84,10.13,2/13/2025 5:00
1428.6,7.49,32.9,14.84,17.4,16.58,30.24,9.12,2/13/2025 6:00
1428.6,5.42,35.64,18.42,17.88,15.58,27.01,8.61,2/13/2025 7:00
1588.82,5.36,42.84,12.7,20.27,16.88,27.84,9.12,2/13/2025 8:00
1922.61,10.73,50.72,2.91,25.99,20.26,31.69,10.26,2/13/2025 9:00
4112.24,59.9,58.95,0.01,44.82,44.68,64.49,17.48,2/13/2025 10:00
8224.49,146.63,70.6,0,70.57,98.35,137.02,28.37,2/13/2025 11:00
11322.02,207.42,78.14,0,83.92,162.32,225.66,35.97,2/13/2025 12:00
12710.57,227.09,87.74,0,87.74,224.08,313.5,41.04,2/13/2025 13:00
13244.63,221.73,97.33,0,83.92,273.86,385.64,38.5,2/13/2025 14:00
13671.88,216.36,105.56,0,78.2,324.04,456.31,33.44,2/13/2025 15:00
14099.12,214.58,112.41,0,70.57,364.07,509.41,25.59,2/13/2025 16:00
14099.12,211,117.9,0,60.56,377.08,522.44,15.71,2/13/2025 17:00
13137.82,193.12,119.27,0,50.07,375.15,518.66,10.89,2/13/2025 18:00
12283.33,182.39,106.93,0,40.05,366.15,513.37,9.12,2/13/2025 19:00
11856.08,184.18,90.48,0,32.42,368.97,525.48,9.5,2/13/2025 20:00
11428.83,184.18,76.77,0,28.61,376.04,530.68,10.64,2/13/2025 21:00
11322.02,185.97,67.86,0,27.66,385.67,538.44,12.03,2/13/2025 22:00
11428.83,193.12,61.01,0,30.28,391.11,542.02,12.54,2/13/2025 23:00
13458.25,236.03,58.95,0,45.78,426.85,588.93,18.49,2/14/2025 0:00
17089.84,311.14,68.55,0.04,72.48,464.87,632.54,24.57,2/14/2025 1:00
17517.09,336.17,71.29,0.09,86.78,421.3,581.53,31.92,2/14/2025 2:00
12283.33,232.46,55.52,0.19,71.53,270.67,408.55,37.49,2/14/2025 3:00
2056.12,25.7,29.82,0.83,19.79,34.58,62.11,11.4,2/14/2025 4:00
1161.58,5.36,25.02,3.62,11.92,12.52,24.32,7.79,2/14/2025 5:00
1148.22,3.13,26.05,6.35,11.68,10.68,20.62,7.41,2/14/2025 6:00
1161.58,2.26,27.08,9.21,11.56,10.19,18.26,6.78,2/14/2025 7:00
1228.33,1.98,29.82,8.49,11.92,10.39,17.27,6.4,2/14/2025 8:00
1361.85,2.99,32.56,5.32,13.11,11.16,18.03,6.46,2/14/2025 9:00
2349.85,23.47,36.33,0.85,21.93,20.76,32.41,10.26,2/14/2025 10:00
3524.78,50.07,37.7,0.22,30.28,35.18,55.21,15.45,2/14/2025 11:00
3631.59,52.3,36.67,0,29.33,45.33,72.58,18.49,2/14/2025 12:00
3952.03,56.33,35.64,0,31.47,63.67,104.2,22.04,2/14/2025 13:00
4486.08,64.37,35.64,0,33.86,87.06,146.22,23.31,2/14/2025 14:00
4913.33,70.63,35.3,0,34.33,109.66,188.85,23.31,2/14/2025 15:00
5126.95,77.78,35.64,0,32.9,117.62,198.68,19.51,2/14/2025 16:00
4699.71,73.31,35.3,0,28.61,101.03,167.2,12.92,2/14/2025 17:00
3738.4,59.01,33.59,0,23.13,81.89,134.56,9.5,2/14/2025 18:00
2403.26,34.42,29.82,0,17.64,54.89,93.16,7.73,2/14/2025 19:00
1655.58,19.89,26.73,0,14.54,39.22,68.43,6.9,2/14/2025 20:00
1308.44,13.3,24.68,0.01,13.11,31.32,54.03,6.21,2/14/2025 21:00
1255.04,12.52,23.31,0.01,13.59,29.18,47.92,6.08,2/14/2025 22:00
1441.96,16.76,23.31,0,15.26,33.56,53.21,6.84,2/14/2025 23:00
2216.34,30.85,25.02,0.03,20.5,47,71.77,9.5,2/15/2025 0:00
3524.78,57.22,28.79,0.3,29.56,62.18,91.37,11.78,2/15/2025 1:00
3471.37,57.22,32.9,0.73,34.33,59,87.02,12.67,2/15/2025 2:00
2403.26,35.32,34.62,1.48,31.95,43.91,66.4,11.91,2/15/2025 3:00
1094.82,8.05,29.13,3.8,22.89,18.17,27.05,5,2/15/2025 4:00
934.6,4.92,28.1,9.83,22.41,13.99,20.84,4.05,2/15/2025 5:00
974.66,4.08,30.16,17.88,23.84,13.29,19.87,3.83,2/15/2025 6:00
1041.41,3.41,30.85,26.82,23.6,13.77,20.73,4.05,2/15/2025 7:00
1188.28,3.63,33.24,37.55,24.32,16.88,25.03,4.81,2/15/2025 8:00
1441.96,4.02,39.07,45.78,26.46,21.68,31.09,5.7,2/15/2025 9:00
2056.12,4.86,56.21,40.41,29.33,31.45,43.73,7.35,2/15/2025 10:00
2830.51,4.3,80.88,16.99,33.86,44.23,61.59,9.37,2/15/2025 11:00
3204.35,7.26,89.11,1.54,35.76,57.37,81.45,11.53,2/15/2025 12:00
3417.97,13.75,85.68,0.1,37.19,70.82,102.57,13.81,2/15/2025 13:00
3177.64,14.31,77.46,0.04,35.29,75.43,114.6,13.93,2/15/2025 14:00
2723.69,12.63,65.8,0.08,30.52,72.8,117.55,12.92,2/15/2025 15:00
2670.29,15.65,58.95,0.05,28.13,73.46,117.74,10.77,2/15/2025 16:00
2830.51,21.9,56.21,0,25.99,75.75,114.91,7.54,2/15/2025 17:00
2616.88,21.01,52.09,0,23.13,74.26,106.9,6.21,2/15/2025 18:00
2563.48,21.68,47.3,0,20.27,81.62,114.73,7.6,2/15/2025 19:00
2883.91,27.05,43.53,0,19.79,100.61,141.17,12.41,2/15/2025 20:00
